FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Confidence in Policing,Type Of Tenure,Household Type,Gender,Limiting Long-term Physical or Mental Health Condition,Policing Role
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,30.66,Not very or not at all confident,Owned Outright,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,71.05,Very or fairly confident,All,All,Female,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.29,Very or fairly confident,All,All,Female,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.26,Not very or not at all confident,All,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,53.88,Very or fairly confident,All,Pensioners,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2013,Percent,Percent Of Adults,16.51,Not very or not at all confident,Rented,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,24.03,Not very or not at all confident,All,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,75.37,Very or fairly confident,Owned Outright,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,64.71,Very or fairly confident,All,All,All,Limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,70.52,Very or fairly confident,Owned Outright,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.67,Very or fairly confident,Owned Outright,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.84,Not very or not at all confident,Rented,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.08,Not very or not at all confident,Owned Mortgage/Loan,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.68,Very or fairly confident,All,All,All,No limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,64.72,Very or fairly confident,Rented,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2014,Percent,Percent Of Adults,68.6,Very or fairly confident,All,All,All,Limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.8,Not very or not at all confident,All,All,All,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.53,Not very or not at all confident,All,All,Male,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,20.18,Not very or not at all confident,Rented,All,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,65.53,Very or fairly confident,All,Pensioners,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,18.62,Not very or not at all confident,Owned Outright,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,74.4,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,63.88,Very or fairly confident,All,All,All,Limiting condition,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.06,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,33.14,Not very or not at all confident,All,All,All,Limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.47,Not very or not at all confident,All,All,All,No limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,60.03,Very or fairly confident,All,Pensioners,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.37,Very or fairly confident,All,All,All,No limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.63,Not very or not at all confident,All,All,Male,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,65.64,Very or fairly confident,All,All,Female,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,70.26,Very or fairly confident,All,All,All,No limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.51,Not very or not at all confident,All,All,All,Limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,71.03,Very or fairly confident,All,Pensioners,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,73.06,Very or fairly confident,Rented,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.66,Very or fairly confident,All,All,Female,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,56.18,Very or fairly confident,All,All,All,Limiting condition,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.55,Not very or not at all confident,Owned Outright,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.05,Very or fairly confident,All,All,All,No limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,17.32,Not very or not at all confident,Owned Mortgage/Loan,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.53,Not very or not at all confident,All,All,All,No limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,25.13,Not very or not at all confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,16.99,Not very or not at all confident,All,All,All,No limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,68.29,Very or fairly confident,Rented,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.85,Very or fairly confident,All,All,All,No limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,77.81,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,63.53,Very or fairly confident,Rented,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,18.5,Not very or not at all confident,Rented,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,27.15,Not very or not at all confident,All,All,All,Limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.16,Not very or not at all confident,All,All,All,Limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.72,Not very or not at all confident,Rented,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,73.95,Very or fairly confident,All,All,All,No limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2012,Percent,Percent Of Adults,72.39,Very or fairly confident,All,All,All,No limiting condition,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2012,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.29,Not very or not at all confident,Rented,All,All,All,Respond quickly to appropriate calls and information from the public
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,73.61,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.82,Not very or not at all confident,Owned Outright,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,52.55,Very or fairly confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,25.91,Not very or not at all confident,All,All,All,Limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,66.37,Very or fairly confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.78,Not very or not at all confident,All,All,Female,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2015,Percent,Percent Of Adults,59.46,Very or fairly confident,All,With Children,All,All,Catch criminals
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,82,Very or fairly confident,Owned Mortgage/Loan,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,Percent,Percent Of Adults,69.14,Very or fairly confident,Owned Outright,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.33,Very or fairly confident,Owned Outright,All,All,All,Deal with incidents as they occur
S12000036,City of Edinburgh,Council Area,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.86,Not very or not at all confident,All,All,Female,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,71.49,Very or fairly confident,All,All,All,Limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,57.94,Very or fairly confident,All,All,All,Limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.01,Not very or not at all confident,All,All,All,Limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.8,Not very or not at all confident,All,All,All,Limiting condition,Investigate incidents after they occur
S12000036,City of Edinburgh,Council Area,2017,Percent,Percent Of Adults,25.84,Not very or not at all confident,All,All,Male,All,Solve crimes
S12000036,City of Edinburgh,Council Area,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,22.06,Not very or not at all confident,All,All,Male,All,Solve crimes
